ID;Employment_Status;Employment_Status_Aggregated;Work_as_Contractor_12m;Work_as_Perm;Residence_Country;Residence_District;Residence_District_Aggregated;Work_Company_Country;Work_Company_Continent;Work_Company_PT_International;Work_Company_PT_District;Work_Company_PT_District_Aggregated;Remote_Working_Current;Remote_Working_Current_Flexible_Office_Days;Remote_Working_due_to_Covid;Job_Remote_or_Office;Remote_Work_Opinion;Job_Role_Original;Job_Role_Other;Job_Role;Employer_Industry;Employer_Industry_Other;Employer_Org_Type;Employer_Org_Type_Other;Employer_Size;Language_JavaScript;Language_Bash/Shell/PowerShell;Language_SQL;Language_Java;Language_C#;Language_Python;Language_PHP;Language_C++;Language_C;Language_TypeScript;Language_Ruby;Language_Swift;Language_Objective-C;Language_VB.NET;Language_Assembly;Language_R;Language_Perl;Language_VBA;Language_Matlab;Language_Go;Language_Scala;Language_Groovy;Language_Coffee Script;Language_Visual Basic 6;Language_Lua;Language_Haskell;Language_HTML/CSS;Language_Kotlin;Language_Rust;Language_Elixir;Language_Clojure;Language_WebAssembly;Language_Dart;Language_Languages_N/A;Language_Languages_Other;Framework_jQuery;Framework_.NET;Framework_Angular/Angular.js;Framework_Ruby on Rails;Framework_React;Framework_Django;Framework_Laravel;Framework_Spring;Framework_Vue.js;Framework_Express;Framework_Meteor;Framework_Flask;Framework_Ember.js;Framework_Drupal;Framework_OutSystems;Framework_Framework_N/A;Framework_Framework_Other;Contractor_Avg_Project;Contractor_Avg_Project_Intervals;Contractor_Avg_Hour_Rate;Contractor_Avg_Annual_Salary;Perm_Current_Company_how_long;Perm_GAS;Perm_GAS_Avg;Perm_GAS_Low_Limit;Perm_GAS_High_Limit;Avg_Salary;Salary_Change;Salary_Fairness;Changing_Jobs_next_6_months;Job_Motivator_Work_life_balance;Job_Motivator_Compensation_and_benefits;Job_Motivator_Training/Development_programs_at_work;Job_Motivator_Career_growth_opportunities;Job_Motivator_Remote_working;Job_Motivator_Flexible_schedule;Job_Motivator_Company_culture;Job_Motivator_The_technologies_I'm_working_with;Job_Motivator_Versatility/Variety_of_projects;Job_Motivator_Freedom_to_choose_the_clients_and/or_projects;Job_Motivator_Being_autonomous_at_work;Job_Motivator_How_widely_used_or_impactful_the_product/service_I_work_on_is;Job_Motivator_Environmentally_friendly/responsible_work_practice;Job_Perk_Meals_allowance/Company_provided_meals_or_snacks;Job_Perk_Transportation_benefit;Job_Perk_Health_benefits;Job_Perk_Fitness_or_wellness_benefit_(ex._gym_membership);Job_Perk_Computer/_Office_equipment_allowance;Job_Perk_Professional_development_sponsorship;Job_Perk_Annual_bonus;Job_Perk_Long-term_leave;Job_Perk_Parental_leave;Job_Perk_Stock_options_or_shares;Job_Perk_Education_sponsorship;Job_Perk_Child_care;Citizenship;Birth_Year;Age;Gender;English_Level;Way_Into_Tech;Way_Into_Tech_Other;Education_Level;Working_Experience;Working_Experience_Aggregated
3245;Employed full-time;Permanent Employee;1;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Aveiro;Centre;Flexible between remote and office;3;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Full-Stack Developer;;Full-Stack Developer;;;Startup (new business venture);;Less than 10 employees;JavaScript;;SQL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Angular/Angular.js;;;;;;;Express;;;;;;;;;;;;Less than one year;€30.000 - €35.000;32500;30000;35000;32500;Increased more than 15%;6;1;7;6;2;5;6;6;4;5;5;5;5;2;1;2;2;6;2;3;2;4;1;5;5;3;2;Portuguese;1992;29;Male;Professional working proficiency;Self-taught;;University drop out;Between 1 - 3 years;0 - 3 years
3246;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;No, full office job;;;Full Office Job;5;Full-Stack Developer;;Full-Stack Developer;Transportation;;Corporate;;1000 - 4.999 employees;JavaScript;;SQL;Java;C#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;jQuery;.NET;;;;;;;;;;;;;;;;;;;;More than 3 years;€45.000 - €50.000;47500;45000;50000;47500;]0%, 5%];4;1;5;5;4;4;5;4;3;5;3;3;5;3;3;4;4;6;4;6;4;6;4;7;3;4;5;Portuguese;1977;44;Male;Full professional proficiency;University;;University drop out;More than 9 years;6+ years
3247;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;7;Front-End Developer;;Front-End Developer;Cloud-based solutions or services;;"Scale-up (fast growing company aka ""unicorn"")";;1000 - 4.999 employees;JavaScript;;;;;;;;;TypeScript;;;;;;;;;;;;;;;;;HTML/CSS;Kotlin;;;;;;;;;;;;React;;;;;Express;;;;;;;;;;;;Between 1 - 3 years;€40.000 - €45.000;42500;40000;45000;42500;]0%, 5%];4;4;7;7;7;6;7;7;6;7;6;4;7;5;6;5;5;6;4;6;6;6;5;5;5;6;3;Portuguese;1982;39;Female;Full professional proficiency;University;;University drop out;More than 9 years;6+ years
3248;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Flexible between remote and office;5;Working remote because of Covid-19;Full Office Job;4;Technical Team Leader;;Technical Team Leader;Media, advertising, publishing, or entertainment;;Corporate;;More than 5.000 employees;;;;Java;;;;;;;;;;;;;;;;;;;;;;;;Kotlin;;;;;;;;;;;;;;;Spring;;;;;;;;;;;;;;More than 3 years;€60.000 - €65.000;62500;60000;65000;62500;]0%, 5%];7;1;7;7;4;7;5;6;6;5;5;6;6;6;7;6;5;7;4;5;5;7;4;6;5;5;5;Portuguese;1990;31;Male;Full professional proficiency;University;;University drop out;More than 9 years;6+ years
3249;Employed full-time;Permanent Employee;1;;Portugal;Lisboa;Lisbon Metropolitan Area;Canada;North America;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Full-Stack Developer;;Full-Stack Developer;Cloud-based solutions or services;;SME - Small or Medium Enterprise (personnel <250);;Less than 10 employees;JavaScript;;SQL;;;;;;;;Ruby;;;;;;;;;;;;Coffee Script;;;;HTML/CSS;;;;;;;;;;;;Ruby on Rails;;;;;;;;;;;;;;;;;;Less than one year;€60.000 - €65.000;62500;60000;65000;62500;Increased more than 15%;6;1;7;6;4;5;6;5;4;5;5;4;6;4;4;2;2;6;5;5;3;4;4;6;5;4;5;Portuguese;1989;32;Male;Full professional proficiency;Self-taught;;University drop out;Between 3 - 6 years;3 - 6 years
3250;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Netherlands;Europe;International;;;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;5;Full-Stack Developer;;Full-Stack Developer;Consulting;;Consulting Business;;20 - 99 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Outsystems;;;;;;;;;;;;;;;Outsystems;N/A;;;;;;Between 1 - 3 years;€25.000 - €30.000;27500;25000;30000;27500;Increased more than 15%;4;3;5;6;3;7;6;5;5;6;5;6;6;5;4;7;7;7;1;7;7;7;7;7;5;1;1;Portuguese;1998;23;Male;Professional working proficiency;Code bootcamp;;University drop out;Between 1 - 3 years;0 - 3 years
3251;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Switzerland;Europe;International;;;Flexible between remote and office;2;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Full-Stack Developer;;Full-Stack Developer;Consulting;;Nearshore (outsource business processes to companies in a nearby country);;500 - 999 employees;JavaScript;;SQL;;C#;;;;;TypeScript;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;.NET;Angular/Angular.js;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€30.000 - €35.000;32500;30000;35000;32500;]0%, 5%];6;3;6;7;4;6;6;5;5;6;4;5;5;4;3;4;4;4;4;4;5;5;4;5;4;5;5;Portuguese;1980;41;Male;Full professional proficiency;University;;University drop out;More than 9 years;6+ years
3252;Employed full-time;Permanent Employee;0;;Portugal;Évora;South;UK;Europe;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;Full-Stack Developer;;Full-Stack Developer;;Edtech;Startup (new business venture);;100 - 499 employees;JavaScript;;SQL;;;;;;;;Ruby;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;;;Ruby on Rails;;;;;;;;;Ember.js;;;;;;;;;Between 1 - 3 years;€55.000 - €60.000;57500;55000;60000;57500;Hasn't changed;5;4;7;7;3;5;7;7;7;6;5;2;6;6;7;1;4;5;3;6;4;5;6;7;6;4;6;Spanish;1984;37;Male;Professional working proficiency;University;;University drop out;More than 9 years;6+ years
3253;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);7;Back-End Developer;;Back-End Developer;Transportation;;Corporate;;More than 5.000 employees;;;;Java;;;;;;;;;;;;;;;;;;;;;;;;Kotlin;;;;;;;;;;;;React;;;Spring;;;;;;;;;;;;;;Less than one year;€40.000 - €45.000;42500;40000;45000;42500;Increased more than 15%;7;1;7;7;5;5;6;7;5;7;5;4;6;6;4;6;5;7;6;7;5;5;4;6;4;3;6;Portuguese;1988;33;Male;Native or bilingual proficiency;University;;University drop out;Between 6 - 9 years;6+ years
3254;Working as a Contractor/Freelancer;Contractor;;0;Portugal;Castelo Branco;Centre;UK;Europe;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Solutions Architect;;Solutions Architect;Consulting;;SME - Small or Medium Enterprise (personnel <250);;100 - 499 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Outsystems;;.NET;;;React;;;;;;;;;;Outsystems;;;12;7 to 12 months;50;80000;;;;;;80000;Increased more than 15%;5;1;6;5;4;6;5;4;5;5;2;3;5;2;4;4;3;3;3;3;4;4;2;3;3;3;4;Portuguese;1986;35;Male;Full professional proficiency;University;;University drop out;More than 9 years;6+ years
3255;Employed full-time;Permanent Employee;1;;Portugal;Setúbal;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;No, full office job;;;Full Office Job;7;Data Scientist/Data Engineer;;Data Scientist/Data Engineer;Consulting;;Corporate;;100 - 499 employees;;;SQL;;;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.NET;;;;;;;;;;;;;;;;;;;;More than 3 years;€25.000 - €30.000;27500;25000;30000;27500;]5%,15%];2;5;7;6;1;5;7;5;2;4;6;1;7;5;1;1;1;2;1;3;5;3;5;5;1;5;1;Portuguese;1989;32;Male;Native or bilingual proficiency;Self-taught;;University drop out;Between 6 - 9 years;6+ years
3256;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Flexible between remote and office;5;Working remote because of Covid-19;Full Office Job;4;Back-End Developer;;Back-End Developer;Information technology;;SME - Small or Medium Enterprise (personnel <250);;100 - 499 employees;;;SQL;;C#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.NET;;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€20.000 - €25.000;22500;20000;25000;22500;]0%, 5%];3;2;5;6;6;7;6;5;6;6;5;4;5;6;6;5;5;6;6;6;6;6;4;7;4;6;6;Portuguese;1986;35;Male;Professional working proficiency;University;;University drop out;Between 1 - 3 years;0 - 3 years
3257;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);4;Mobile Apps Developer;;Mobile Apps Developer;Software development - other;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;JavaScript;;;;;Python;;;;TypeScript;Ruby;Swift;;;;;;;;;;Groovy;;;;;HTML/CSS;Kotlin;;;;;;;;jQuery;;;;React;Django;;;Vue.js;;;;;;;;Wagtail CMS;;;;;More than 3 years;€25.000 - €30.000;27500;25000;30000;27500;]5%,15%];5;2;7;6;7;7;3;5;6;7;7;7;7;3;7;7;7;7;7;7;7;7;7;7;5;7;7;Portuguese;1994;27;Male;Full professional proficiency;University;;University drop out;Between 3 - 6 years;3 - 6 years
3258;Employed part-time;Permanent Employee;1;;Portugal;Aveiro;Centre;Portugal;Europe;Portugal;Aveiro;Centre;No, full office job;;;Full Office Job;5;Maintenance & Support;;Maintenance & Support;Energy or utilities;;SME - Small or Medium Enterprise (personnel <250);;20 - 99 employees;JavaScript;;SQL;;;;PHP;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;;Angular/Angular.js;;;;;;;;;;;;;;;;;;;Less than one year;< €15.000;12500;0;15000;12500;Hasn't changed;3;2;6;6;6;6;6;6;5;5;6;6;6;6;6;3;3;6;3;6;6;6;4;6;4;5;6;Portuguese;1994;27;Male;Full professional proficiency;Code bootcamp;;University drop out;Less than 1 year;0 - 3 years
3259;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Flexible between remote and office;2;Working remote because of Covid-19;Full Office Job;3;Front-End Developer;;Front-End Developer;Media, advertising, publishing, or entertainment;;;A company that has tech offices in lisbon but it's american;100 - 499 employees;JavaScript;;;;;;;;;TypeScript;;;;;;;;;;;;;;;;;HTML/CSS;;;;;WebAssembly;;;;;;;;React;;;;;;;;;;;;;;;;;Less than one year;€25.000 - €30.000;27500;25000;30000;27500;Increased more than 15%;7;2;2;4;3;3;1;5;6;4;5;5;5;7;7;3;3;4;3;4;3;3;3;3;3;3;3;Portuguese;1996;25;Female;Professional working proficiency;Self-taught;;University drop out;Between 1 - 3 years;0 - 3 years
3260;Employed full-time;Permanent Employee;1;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;No, full office job;;;Full Office Job;7;Back-End Developer;;Back-End Developer;Consulting;;Outsourcing;;100 - 499 employees;;;;Java;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spring;;;;;;;;;;;;;;Between 1 - 3 years;€25.000 - €30.000;27500;25000;30000;27500;Hasn't changed;1;5;7;7;7;7;4;7;5;7;5;7;6;6;5;4;5;5;5;6;6;7;7;7;5;5;6;Italian;1988;33;Male;Full professional proficiency;Code bootcamp;;University drop out;More than 9 years;6+ years
3261;Employed full-time;Permanent Employee;1;;Portugal;Madeira;Azores and Madeira;Portugal;Europe;Portugal;Madeira;Azores and Madeira;No, full office job;;;Full Office Job;6;Back-End Developer;;Back-End Developer;Financial and banking;;Corporate;;100 - 499 employees;;;SQL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RPG;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€15.000 - €20.000;17500;15000;20000;17500;Hasn't changed;3;4;7;7;7;7;7;7;7;7;7;5;7;6;7;4;5;7;4;5;5;7;5;7;5;5;5;Portuguese;1989;32;Male;Professional working proficiency;University;;University drop out;More than 9 years;6+ years
3262;Employed full-time;Permanent Employee;0;;Portugal;Coimbra;Centre;UK;Europe;International;;;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;4;DevOps Engineer;;DevOps Engineer;Consulting;;Nearshore (outsource business processes to companies in a nearby country);;100 - 499 employees;;Bash/Shell/PowerShell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;Between 1 - 3 years;< €15.000;12500;0;15000;12500;Hasn't changed;1;5;7;6;5;4;3;6;3;3;2;5;5;3;7;4;4;6;3;2;5;6;6;7;4;6;7;Portuguese;1982;39;Male;Professional working proficiency;University;;University drop out;More than 9 years;6+ years
3263;Employed full-time;Permanent Employee;0;;Portugal;Faro;South;Portugal;Europe;Portugal;Faro;South;Flexible between remote and office;4;Working remote because of Covid-19;Full Office Job;4;Full-Stack Developer;;Full-Stack Developer;Software as a service (saas) development;;SME - Small or Medium Enterprise (personnel <250);;Less than 10 employees;JavaScript;;;;;;PHP;;;TypeScript;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;jQuery;;;;React;;Laravel;;;;;;;;;;;;;;;Between 1 - 3 years;< €15.000;12500;0;15000;12500;]5%,15%];4;3;5;5;5;7;4;4;6;5;5;4;4;5;5;3;5;5;3;5;5;5;5;4;4;5;5;Brazilian;1997;24;Male;Limited working proficiency;Self-taught;;University drop out;Between 6 - 9 years;6+ years
3264;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Flexible between remote and office;2;My job is remote (full or flexible) by definition;Remote Job (full or flexible);5;Back-End Developer;;Back-End Developer;Healthcare or social services;;Startup (new business venture);;20 - 99 employees;;;SQL;;;;;;;;Ruby;;;;;;;;;;;;;;;;;;;Elixir;;;;;;;;;Ruby on Rails;;;;;;;;;;;;;;;;;;Less than one year;€50.000 - €55.000;52500;50000;55000;52500;Hasn't changed;5;4;7;7;4;4;6;6;6;6;6;6;6;6;6;6;3;7;2;7;4;5;2;6;2;2;6;Portuguese;1989;32;Male;Full professional proficiency;University;;University drop out;Between 6 - 9 years;6+ years
3265;Working as a Contractor/Freelancer;Contractor;;1;Portugal;Porto;Porto Metropolitan Area;USA;North America;International;;;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);6;Full-Stack Developer;;Full-Stack Developer;Software as a service (saas) development;;SME - Small or Medium Enterprise (personnel <250);;Less than 10 employees;JavaScript;;SQL;;;;PHP;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;;;;;;Laravel;;Vue.js;;;;;;;;;6;4 to 6 months;25;40000;;;;;;40000;Hasn't changed;5;4;7;7;7;6;6;7;7;7;7;7;7;6;7;6;5;7;1;7;6;6;7;7;3;7;7;Portuguese;1989;32;Male;Full professional proficiency;University;;University drop out;Between 6 - 9 years;6+ years
3266;Employed full-time;Permanent Employee;1;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Flexible between remote and office;5;Working remote because of Covid-19;Full Office Job;7;Full-Stack Developer;;Full-Stack Developer;Financial and banking;;Corporate;;More than 5.000 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Outsystems;;;;;;;;;;;;;;;Outsystems;N/A;;;;;;Between 1 - 3 years;€15.000 - €20.000;17500;15000;20000;17500;]0%, 5%];2;3;7;4;5;6;7;7;6;6;7;7;6;5;7;4;5;5;6;6;7;7;7;5;6;6;6;Cape Verdean;1994;27;Male;Full professional proficiency;University;;University drop out;Between 1 - 3 years;0 - 3 years
3267;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;Portugal;Europe;Portugal;Porto;Porto Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;7;Product Owner/Product Manager;;Product Owner/Product Manager;Research - academic or scientific;;Corporate;;100 - 499 employees;JavaScript;Bash/Shell/PowerShell;SQL;;C#;Python;;;;TypeScript;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;.NET;Angular/Angular.js;;React;;;;;;;;;;;;;;;;;Between 1 - 3 years;€30.000 - €35.000;32500;30000;35000;32500;Hasn't changed;4;5;7;4;5;5;7;4;5;2;4;2;6;6;7;7;7;7;7;6;7;7;7;7;7;7;7;Portuguese;1985;36;Male;Full professional proficiency;University;;University drop out;More than 9 years;6+ years
3268;Employed full-time;Permanent Employee;1;;Portugal;Setúbal;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Flexible between remote and office;2;Working remote because of Covid-19;Full Office Job;5;Full-Stack Developer;;Full-Stack Developer;Software development - other;;Corporate;;100 - 499 employees;JavaScript;;SQL;;C#;Python;;;C;;;;;;;;;VBA;;;;;;Visual Basic 6;;;HTML/CSS;;;;;;;;;;.NET;;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€15.000 - €20.000;17500;15000;20000;17500;Hasn't changed;2;5;7;7;7;7;7;7;7;7;7;4;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Angolan;1991;30;Female;Native or bilingual proficiency;Code bootcamp;;University drop out;Between 3 - 6 years;3 - 6 years
3269;Employed full-time;Permanent Employee;0;;Portugal;Porto;Porto Metropolitan Area;UK;Europe;International;;;Flexible between remote and office;2;My job is remote (full or flexible) by definition;Remote Job (full or flexible);5;Back-End Developer;;Back-End Developer;Software development - other;;Corporate;;More than 5.000 employees;;;SQL;;C#;;PHP;C++;;;;;;;;;;;;Go;;;;;;;;;;;;;;;;jQuery;.NET;Angular/Angular.js;;;;Laravel;;;;;;;;;;;;;;;Between 1 - 3 years;€25.000 - €30.000;27500;25000;30000;27500;]5%,15%];6;4;6;6;7;7;4;5;6;6;5;6;7;6;5;1;1;5;5;5;6;6;4;1;5;7;4;Portuguese;1975;46;Male;Full professional proficiency;University;;University drop out;More than 9 years;6+ years
3270;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Flexible between remote and office;1;My job is remote (full or flexible) by definition;Remote Job (full or flexible);4;CTO;;CTO;Healthcare or social services;;SME - Small or Medium Enterprise (personnel <250);;Less than 10 employees;JavaScript;;SQL;;;;;;;;Ruby;;;;;;;;;;;;;;;;;;;Elixir;;;;;;;;;Ruby on Rails;React;;;;;;;;;;;;;;;;;Less than one year;> €100.000;102500;100000;105000;102500;Decreased more than 15%;7;4;7;7;6;6;7;7;7;5;5;5;7;5;7;2;2;6;2;7;5;1;3;7;5;5;2;Portuguese;1980;41;Male;Full professional proficiency;University;;University drop out;More than 9 years;6+ years
3271;Employed full-time;Permanent Employee;0;;Portugal;Setúbal;Lisbon Metropolitan Area;UK;Europe;International;;;Flexible between remote and office;5;Working remote because of Covid-19;Full Office Job;4;Front-End Developer;;Front-End Developer;Financial and banking;;SME - Small or Medium Enterprise (personnel <250);;10 - 19 employees;JavaScript;;;;;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;React;;;;;;;;;;;;;;;;;Between 1 - 3 years;€45.000 - €50.000;47500;45000;50000;47500;]5%,15%];4;1;6;4;2;5;6;6;4;7;4;5;4;5;5;4;3;5;2;7;3;6;6;7;5;4;5;Portuguese;1985;36;Male;Professional working proficiency;Self-taught;;University drop out;More than 9 years;6+ years
3272;Employed full-time;Permanent Employee;0;;Portugal;Castelo Branco;Centre;Portugal;Europe;Portugal;Castelo Branco;Centre;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);4;Full-Stack Developer;;Full-Stack Developer;Retail or ecommerce;;Startup (new business venture);;10 - 19 employees;JavaScript;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;jQuery;;;;;;;;;;;;;;;;;;;;;Less than one year;€15.000 - €20.000;17500;15000;20000;17500;Hasn't changed;5;4;5;5;3;5;4;5;5;5;5;5;5;5;5;5;6;6;3;6;4;5;5;5;5;6;4;Portuguese;1997;24;Male;Professional working proficiency;University;;University drop out;Between 3 - 6 years;3 - 6 years
3273;Employed full-time;Permanent Employee;0;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;Working remote because of Covid-19;Full Office Job;4;Full-Stack Developer;;Full-Stack Developer;Financial and banking;;"Scale-up (fast growing company aka ""unicorn"")";;20 - 99 employees;JavaScript;;;;;;;;;;;;;;;;;;;;;Groovy;;;;;HTML/CSS;;;;;;;;;jQuery;;;;;;;Spring;Vue.js;;;;;;;;;;;;;Between 1 - 3 years;€30.000 - €35.000;32500;30000;35000;32500;]5%,15%];6;2;7;5;5;6;3;2;7;2;6;4;6;3;5;4;2;5;2;6;5;6;3;4;6;5;4;Portuguese;1994;27;Male;Professional working proficiency;University;;University drop out;Between 1 - 3 years;0 - 3 years
3274;Employed full-time;Permanent Employee;0;;Portugal;Madeira;Azores and Madeira;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;No, full office job;;;Full Office Job;4;Back-End Developer;;Back-End Developer;Financial and banking;;Corporate;;100 - 499 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RPGLE;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€15.000 - €20.000;17500;15000;20000;17500;Hasn't changed;1;4;6;5;6;7;3;5;6;6;6;5;6;6;7;3;2;6;6;7;7;6;3;5;3;3;5;Portuguese;1993;28;Female;Professional working proficiency;University;;University drop out;Between 3 - 6 years;3 - 6 years
3275;Employed full-time;Permanent Employee;1;;Portugal;Lisboa;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Flexible between remote and office;5;Working remote because of Covid-19;Full Office Job;3;;SAP HCM Consultant;Business Applications (BI/CRM/ERP);Consulting;;SME - Small or Medium Enterprise (personnel <250);;100 - 499 employees;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SAP - ABAP;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;€15.000 - €20.000;17500;15000;20000;17500;]5%,15%];2;4;7;7;5;7;5;5;5;4;5;4;4;5;5;6;6;6;6;7;7;7;7;7;3;5;6;Portuguese;1987;34;Male;Professional working proficiency;University;;University drop out;Between 3 - 6 years;3 - 6 years
3276;Employed full-time;Permanent Employee;1;;Portugal;Viseu;Centre;Portugal;Europe;Portugal;Viseu;Centre;Flexible between remote and office;3;Working remote because of Covid-19;Full Office Job;7;Full-Stack Developer;;Full-Stack Developer;Consulting;;Consulting Business;;Less than 10 employees;JavaScript;;SQL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N/A;;;;;;More than 3 years;< €15.000;12500;0;15000;12500;]0%, 5%];4;5;6;2;6;6;5;2;3;5;5;3;6;7;5;2;3;5;3;5;5;2;4;6;2;5;7;Portuguese;1987;34;Male;Professional working proficiency;Self-taught;;University drop out;Between 1 - 3 years;0 - 3 years
3277;Employed full-time;Permanent Employee;0;;Portugal;Setúbal;Lisbon Metropolitan Area;Portugal;Europe;Portugal;Lisboa;Lisbon Metropolitan Area;Yes, fully remote;;My job is remote (full or flexible) by definition;Remote Job (full or flexible);4;Technical Team Leader;;Technical Team Leader;Information technology;;Outsourcing;;100 - 499 employees;JavaScript;;;;C#;;;;;;;;;;;;;;;;;;;;;;HTML/CSS;;;;;;;;;;.NET;;;;;;;;;;;;;;;;;;;;Between 1 - 3 years;€15.000 - €20.000;17500;15000;20000;17500;]5%,15%];5;2;6;7;6;7;3;5;6;4;5;3;6;6;5;7;4;7;3;2;7;5;4;7;1;3;3;Portuguese;1985;36;Male;Full professional proficiency;University;;University drop out;More than 9 years;6+ years
